doc_idx,chunk_idx,Entity,Type,Description
0,375,NEW YORK,GEO,City where the company is based and expanding its operations
0,375,JOHN SMITH,PERSON,CEO of the company leading the expansion efforts
0,375,LONDON,GEO,City where the parent corporation of the company is based
0,376,THE KNOWLEDGE CREATING COMPANY,ORGANIZATION,The company creates knowledge
0,377,OXFORD UNIVERSITY PRESS,ORGANIZATION,Oxford University Press is a publishing company
0,378,OSTERLOH,PERSON,Osterloh is a person mentioned in the text
0,379,"UNIVERSITY OF CALIFORNIA, BERKELEY",ORGANIZATION,"A public research university located in Berkeley, California, founded in 1868, known for academic excellence and innovative research"
0,379,COLLEGE OF ENGINEERING,ORGANIZATION,"One of the colleges in the University of California, Berkeley"
0,379,COLLEGE OF NATURAL RESOURCES,ORGANIZATION,"One of the colleges in the University of California, Berkeley"
0,379,GRADUATE SCHOOL OF JOURNALISM,ORGANIZATION,"One of the schools in the University of California, Berkeley"
0,379,BERKELEY,GEO,"A city in California where the University of California, Berkeley is located"
0,379,CALIFORNIA,GEO,"A state in the United States where the University of California, Berkeley is located"
0,380,ORGANIZATIONAL FORMS,ORGANIZATION,Organizational forms are the structure and design of an organization
0,381,ORGANIZATION SCIENCE,ORGANIZATION,Organization Science is a publication
0,383,ADMINISTRATIVE SCIENCE QUARTERLY,ORGANIZATION,"Administrative Science Quarterly is a publication that published an article titled Markets, Bureaucracies, and Clans"
0,383,"MARKETS, BUREAUCRACIES, AND CLANS",ORGANIZATION,"Markets, Bureaucracies, and Clans is an article published in Administrative Science Quarterly"
0,384,PEDERSEN,PERSON,Author of a publication in 2003
0,384,PETERSEN,PERSON,Author of a publication in 2003
0,384,DEO SHARMA,PERSON,Author of a publication in 2003
0,385,MULTINATIONAL COMPANIES,ORGANIZATION,Multinational companies are organizations that operate in multiple countries and are involved in knowledge transfer
0,386,MANAGEMENT INTERNATIONAL REVIEW,ORGANIZATION,Management International Review is a publication
0,387,SCHUMPETER,PERSON,Schumpeter is an author who published in 1934
0,388,THE UNIVERSITY OF CAMBRIDGE,ORGANIZATION,The University of Cambridge is a university
0,388,CAMBRIDGE,GEO,Cambridge is a city in England
0,388,ENGLAND,GEO,England is a country
0,389,NEW YORK TIMES,ORGANIZATION,The New York Times is a news organization that reported on Tesla's expansion to China
0,389,TESLA,ORGANIZATION,Tesla is a company that is expanding its operations to China
0,389,ELON MUSK,PERSON,Elon Musk is the CEO of Tesla who announced the company's expansion to China
0,389,CHINA,GEO,China is the country where Tesla is expanding its operations
0,390,SIMONIN,PERSON,"Simonin is a person with the full name Simonin, Bernard L."
0,391,MARKETING KNOW-HOW,ORGANIZATION,Marketing Know-How is a concept related to the transfer of knowledge in international strategic alliances
0,391,INTERNATIONAL STRATEGIC ALLIANCES,ORGANIZATION,International Strategic Alliances is a concept related to the transfer of knowledge and marketing know-how
0,391,KNOWLEDGE AMBIGUITY,ORGANIZATION,Knowledge Ambiguity is a concept related to the transfer of knowledge in international strategic alliances
0,392,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,ORGANIZATION,"Journal of International Business Studies is a publication that published an article by Spence, A. M. in 1972"
0,392,"SPENCE, A. M.",PERSON,"Spence, A. M. is an author who published an article in the Journal of International Business Studies in 1972"
0,393,JOB MARKET,ORGANIZATION,The job market is a system that matches workers with employers
0,394,QUARTERLY JOURNAL OF ECONOMICS,ORGANIZATION,The Quarterly Journal of Economics is a publication that contains articles on economics
0,395,SZULANSKI,PERSON,Gabriel Szulanski is an author
0,396,FIRM,ORGANIZATION,The firm is an organization that is trying to transfer best practices
0,397,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,A journal that published an article on page 27-43
0,399,NO OUTPUT,NO OUTPUT,No entities or relationships found in the text
0,400,MANAGEMENT INTERNATIONAL REVIEW,ORGANIZATION,Management International Review is a publication that has published works by Tsai and Ghoshal
0,400,W. TSAI,PERSON,W. Tsai is an author who has published in Management International Review
0,400,S. GHOSHAL,PERSON,S. Ghoshal is an author who has published in Management International Review
0,402,SOCIAL CAPITAL,ORGANIZATION,Social capital refers to the networks and relationships within and among organizations that enable value creation
0,402,INTRA-FIRM NETWORKS,ORGANIZATION,Intra-firm networks are the internal networks within an organization that facilitate collaboration and knowledge sharing
0,403,ACADEMY OF MANAGEMENT JOURNAL,ORGANIZATION,A journal that publishes articles on management
0,404,WENGER E.,PERSON,Wenger E. is a researcher or author
0,404,SNYDER W.,PERSON,Snyder W. is a researcher or author
0,405,HARVARD BUSINESS REVIEW,ORGANIZATION,Harvard Business Review is a publication that published the article 'Communities of Practice: The Organizational Frontier'
0,405,COMMUNITIES OF PRACTICE,ORGANIZATION,Communities of Practice is an article published in the Harvard Business Review
0,406,ZAHRA,PERSON,Zahra is a person who co-authored a publication in 2002
0,406,SHAKER A,PERSON,Shaker A is a person who co-authored a publication in 2002
0,406,GERARD GEORGE,PERSON,Gerard George is a person who co-authored a publication in 2002
0,408,ACADEMY OF MANAGEMENT REVIEW,ORGANIZATION,"A journal that published a paper with volume 27, issue 2, and pages 185-203"
0,411,CORPORATE UNIVERSITY,ORGANIZATION,"Corporate University is an organization that is related to absorptive capacity, codification of knowledge, and inflow of knowledge"
0,412,ORGANIZATION,ORGANIZATION,The organization is not clearly defined in the text
0,412,PERSON,PERSON,There is no person mentioned in the text
0,412,GEO,GEO,There is no geographic location mentioned in the text
0,413,ORGANIZATION,ORGANIZATION,The organization is the entity that is being analyzed for business performance
0,413,PERSON,PERSON,The person is the individual who is analyzing the business performance
0,413,GEO,GEO,The geographic location is where the business is being performed
0,414,DEV,ORGANIZATION,Dev is an organization that is associated with statistical data
